country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Netherlands,70.43399811,70.48500061,69.82299805,69.80899811,70.0530014,70.06600189,70.12599945,71.26899719,71.92900085,71.93399811,72.94300079,73.21600342,73.76300049,73.0039978,72.88800049,72.5059967,72.58999634,72.98999786,73.30500031,73.13999939,71.22599792,70.50700378,70.88999939,70.84100342,70.56199646,70.24099731,69.9509964,69.69499969
Norway,71.29100037,69.29199982,69.13600159,68.46499634,68.88800049,69.4260025,70.79000092,71.96800232,72.63999939,72.11799622,72.23899841,71.8219986,71.63600159,70.74700165,70.5739975,70.51200104,70.42500305,70.81199646,71.73100281,70.46399689,69.99500275,69.38300323,69.5510025,68.8690033,68.61799622,68.53099823,68.39199829,68.30500031
Nepal,90.69200134,90.88800049,91.05500031,91.18499756,91.26799774,91.2990036,91.13200378,90.95500183,90.77799988,90.59700012,90.33100128,90.13899994,89.92099762,89.66400146,89.36000061,89.00499725,88.6190033,88.23400116,87.84999847,87.66699982,87.47499847,87.3030014,87.1309967,86.96600342,86.82299805,86.76899719,86.71900177,86.7009964
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,74.35399628,73.7519989,73.10399628,73.05899811,73.49299622,73.91100311,74.21700287,73.97799683,73.23999786,73.13800049,73.33699799,73.66999817,74.39900208,73.58100128,74.22699738,74.77100372,75.35299683,75.42500305,74.99299622,74.42299652,74.18299866,74.3730011,73.76599884,73.71499634,73.36399841,73.08300018,72.91799927,72.77600098
OECD members,73.82348396,73.73433382,73.37326022,72.98922858,72.67336379,72.37035847,72.30893578,72.27105605,72.15670163,71.88817644,71.62614788,71.15407554,70.8266758,70.40717866,70.36158548,70.32878631,70.37903891,70.33695839,70.29992452,69.70667222,69.42329639,69.10205099,69.08449304,68.81171721,68.68036083,68.56412292,68.44455341,68.32618861
Oman,80.89900208,80.97499847,81.04399872,81.25700378,81.58899689,81.85900116,80.54199982,79.26799774,78.48699951,78.20300293,77.84999847,77.51200104,77.38899994,77.36799622,77.22399902,77.10199738,76.82299805,77.16799927,77.91600037,79.30699921,80.71900177,81.08999634,81.94000244,83.09400177,84.38400269,85.62799835,85.56800079,85.36100006
Other small states,78.1917886,77.99487228,77.74640471,77.61076197,77.36412429,77.14614214,76.80644528,76.4049115,76.23880475,75.9610681,75.85129527,75.73228981,75.35946391,75.44396391,75.38636558,75.37548059,75.49679456,75.70140502,75.9348669,76.01930157,76.12391279,75.9600884,75.7725533,76.07305721,76.16558022,76.41575644,76.51939001,76.64939279
Pakistan,84.60099792,84.31400299,84.29499817,82.9960022,83.36399841,83.19100189,83.32900238,83.45700073,83.13899994,83.4960022,83.71199799,83.48699951,83.24900055,83.36100006,83.47200012,84.08000183,84.68000031,83.83599854,83.26200104,83.15000153,82.83499908,82.94400024,82.71099854,82.46399689,82.1269989,82.24299622,82.36299896,82.49500275
Panama,79.27700043,78.5759964,79.93800354,81.18900299,80.98699951,81.77300262,81.43000031,81.07099915,82.66899872,81.92299652,81.54299927,81.13300323,80.69000244,80.69300079,81.39099884,81.11699677,80.71199799,80.91100311,82.93399811,82.48200226,81.96399689,80.76200104,81.59400177,81.22799683,80.53800201,80.46199799,80.40100098,80.35099792
Peru,77.44400024,76.56800079,77.96099854,79.18499756,80.27999878,80.77799988,81.56700134,82.26000214,83.4940033,83.30699921,82.67500305,83.77700043,81.44000244,79.0739975,79.01599884,78.89399719,81.30699921,83.80799866,84.82499695,84.35299683,84.32700348,83.80200195,83.84200287,82.46600342,82.47699738,82.60800171,82.72399902,82.8219986
Philippines,82.84799957,83.20400238,83.39499664,82.86499786,83.04699707,83.66300201,83.78600311,83.46700287,84.07499695,83.04000092,81.85399628,83.21800232,81.91500092,83.52700043,83.12000275,80.03600311,79.50499725,78.71600342,79.41500092,79.56400299,79.58699799,79.94400024,79.39099884,79.03299713,78.77899933,78.8259964,78.87200165,78.93299866
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,74.09400177,73.44100189,72.44400024,71.08200073,70.85399628,71.5759964,71.18000031,71.95800018,72.70899963,72.89900208,73.51399994,73.87599945,74.23999786,74.38200378,74.45999908,74.44000244,74.47899628,74.09300232,73.73100281,73.45600128,72.93599701,72.28700256,71.70500183,71.35500336,70.96399689,71.04699707,71.13200378,71.23799896
Poland,72.26499939,71.06700134,69.91500092,69.23000336,67.71199799,66.55599976,65.76699829,65.29399872,64.63300323,63.18600082,63.30699921,63.05500031,62.14799881,61.88600159,61.98199844,62.45999908,62.20700073,62.18199921,63.02500153,63.7879982,64.30799866,64.55000305,64.8239975,64.98799896,65.34500122,65.26000214,65.10099792,64.91600037
Pre-demographic dividend,79.58485919,79.27929501,78.95579114,78.59012654,78.32540816,78.0266731,77.68202669,77.35113776,77.0386285,76.74957713,76.42375584,76.09822144,75.78329263,75.41574527,75.0174137,75.02876884,75.07592892,75.08512715,75.1045345,75.15661659,75.18397863,75.13843825,75.12356416,75.19619579,75.2032681,75.28213643,75.35571516,75.42176664
Puerto Rico,60.31299973,61.68999863,60.91799927,61.72000122,61.0320015,60.31700134,61.6609993,62.52199936,62.60100174,60.55599976,59.52500153,59.65299988,59.75799942,60.0929985,60.37900162,60.99100113,59.79399872,58.70999908,57.00699997,56.84700012,53.68899918,51.99700165,51.75999832,51.56900024,51.42599869,51.47100067,51.55799866,51.6570015
"Korea, Dem. People’s Rep.",91.23600006,91.27600098,91.31099701,91.38500214,91.38500214,91.31700134,91.23899841,91.06099701,90.98600006,90.73899841,90.44200134,90.19799805,89.85399628,89.50099945,89,88.63200378,88.18499756,87.73200226,87.48100281,87.39499664,86.94000244,86.51100159,86.27799988,86.03399658,85.8690033,85.87599945,85.86499786,85.88300323
Portugal,72.26699829,72.20700073,69.88500214,68.90899658,68.7480011,67.8730011,68.07800293,68.55500031,69.67700195,69.47499847,69.71800232,70.14600372,70.35900116,69.86299896,69.42299652,69.27400208,69.41799927,69.1309967,68.82800293,67.40000153,66.79000092,66.73699951,65.92199707,64.81800079,64.39499664,64.16500092,63.95100021,63.73899841
Paraguay,90.86000061,90.84100342,90.78199768,90.77899933,90.78199768,90.80599976,89.75099945,88.58399963,87.2460022,87.29100037,86.69599915,86.09899902,85.9980011,85.92099762,85.82800293,85.70899963,85.59400177,85.47799683,85.80599976,86.29699707,84.63700104,84.62000275,84.53700256,84.56600189,84.52600098,84.55999756,84.61199951,84.67700195
West Bank and Gaza,70.62799835,71.32800293,70.3710022,69.95700073,69.84400177,69.6740036,69.50299835,68.13400269,66.48699951,65.37400055,66.28900146,66.90699768,65.3809967,65.96900177,66.47799683,66.75700378,67,68.05599976,68.97100067,66.46199799,66.21900177,67.94799805,68.30799866,68.61299896,68.83999634,69.11299896,69.40399933,69.71199799
Pacific island small states,80.27200099,79.96042615,79.50953411,79.07106805,78.55904315,78.03869706,77.55583528,77.14858444,76.69528561,76.24855191,75.91282904,75.72448481,75.50218244,75.19135546,74.83124575,74.38079873,73.80965843,73.18914521,72.93529922,72.81298465,72.54053104,72.22412824,72.1592346,72.07151575,71.95470612,71.92484808,71.91917879,71.9228366
Post-demographic dividend,72.56972597,72.45261934,72.053573,71.64720076,71.36252262,71.1691075,71.09996511,70.98493403,70.80971364,70.59466473,70.42159886,69.95907298,69.71350282,69.36119778,69.20331315,69.23195457,69.24360289,69.24710676,69.15675019,68.58474901,68.11426335,67.79183444,67.74284899,67.50724248,67.29990617,67.15822946,67.01095299,66.86220859
French Polynesia,72.75299835,72.22000122,71.69200134,71.16400146,70.62599945,70.0759964,69.58999634,69.67900085,69.63999939,69.43699646,69.06700134,68.56500244,68.02999878,67.16300201,66.40100098,65.78099823,65.22799683,64.72799683,64.50700378,64.43299866,64.06199646,63.73899841,63.57099915,63.46300125,63.27399826,63.22399902,63.12599945,62.97100067
Qatar,94.03099823,93.75,93.54000092,93.93699646,94.4960022,95.07800293,94.77799988,93.77500153,92.97200012,92.40200043,91.91200256,91.64900208,91.84700012,92.56400299,93.18299866,94.0759964,92.52700043,92.59700012,93.48400116,94.69000244,95.72200012,94.73000336,93.90599823,94.03199768,93.98000336,94.21099854,93.81199646,93.62999725
Romania,67.07099915,67.62400055,67.89299774,69.01499939,70.38500214,71.98200226,71.7559967,72.89800262,72.07499695,71.78600311,71.07299805,69.56600189,64.35700226,64.2009964,63.60200119,62.13100052,63.22900009,63.47999954,63.72100067,63.56900024,63.63700104,62.56299973,63.40999985,63.54299927,65.10399628,64.91400146,64.70300293,64.47699738
Russian Federation,76.31400299,75.43299866,74.50299835,72.47200012,70.16500092,69.83699799,68.34899902,66.32099915,65.09500122,68.5530014,68.34100342,66.96099854,67.02899933,67.73000336,68.22100067,68.56999969,68.6780014,69.88600159,70.74199677,70.58100128,70.74900055,71.1269989,71.28800201,71.47599792,71.58300018,71.68399811,71.54000092,71.26999664
Rwanda,88.96199799,88.87200165,88.77200317,88.66400146,88.55200195,88.44200134,88.23200226,87.62400055,86.93900299,86.15699768,85.26300049,84.30500031,83.72299957,83.13899994,82.68000031,82.49199677,82.66100311,83.04799652,83.50800323,83.85199738,83.99700165,83.9509964,83.74199677,83.41799927,83.07800293,83.19300079,83.27600098,83.31700134
South Asia,85.31596968,85.08593682,84.8862724,84.60305745,84.45180269,84.1918575,83.96441242,83.73822248,83.47397549,83.27178397,83.0354404,83.0343524,83.04581683,83.09941449,83.14130854,83.26815478,82.90083496,82.38382864,81.90282572,81.46113166,81.00630057,80.60390091,80.16538704,79.93454209,79.70825621,79.72988127,79.73599889,79.74106229
Saudi Arabia,79.19599915,79.37799835,79.69400024,79.09500122,78.38200378,77.53299713,76.21499634,75.26499939,74.74099731,74.60900116,77.31199646,76.72899628,76.25800323,75.8809967,75.57499695,75.34999847,74.70500183,74.84600067,74.88999939,74.96399689,75.81199646,76.41500092,77.51100159,78.69000244,78.84799957,79.12599945,78.80999756,78.48200226
Sudan,78.11100006,76.96299744,75.76699829,74.52400208,75.07800293,75.10700226,74.79000092,74.67299652,74.56600189,74.46800232,74.37799835,74.28700256,74.19999695,74.10700226,73.9960022,73.85900116,73.69599915,73.51000214,73.30400085,73.08499908,72.90100098,72.73100281,72.55200195,72.34700012,72.13700104,72.16200256,72.18000031,72.1989975
Senegal,86.36599731,85.56199646,84.72699738,83.86299896,82.97499847,82.06700134,81.1190033,80.13899994,79.1210022,78.05999756,76.95600128,75.86599731,74.73799896,73.5739975,72.37799835,71.15299988,69.91799927,69.84200287,69.76699829,69.69300079,69.6190033,69.5739975,69.71700287,69.84799957,69.95700073,70.16200256,70.35299683,70.52799988
Singapore,79.25,80.68199921,80.68499756,80.33300018,80.5039978,78.87200165,80.02300262,79.1269989,78.44400024,78.61799622,78.37400055,77.97200012,77.28399658,76.63300323,76.125,76.70600128,77.41699982,77.66600037,77.27999878,77.64800262,77.49199677,77.30200195,77.58300018,76.82499695,76.65200043,76.43499756,76.24299622,76.05500031
Solomon Islands,72.03199768,71.90200043,71.64299774,71.6780014,71.60800171,71.60600281,71.82299805,72.18099976,72.45400238,72.79199982,73.56400299,74.06800079,74.36100006,74.34799957,74.33399963,74.25800323,74.2480011,74.18399811,74.09300232,74.32800293,74.16799927,73.85099792,73.68699646,73.57900238,73.56700134,73.51899719,73.51100159,73.52600098
Sierra Leone,68.70999908,68.35900116,67.84700012,67.44100189,67.01799774,66.58100128,66.22399902,65.85700226,65.57099915,65.3030014,65.1230011,64.90699768,64.89199829,64.83599854,66.49299622,66.71299744,66.9469986,67.19799805,67.4509964,67.69000244,67.90599823,68.05000305,68.19000244,68.32299805,68.45400238,68.55999756,68.65799713,68.75800323
El Salvador,83.9509964,83.8809967,83.81800079,83.55699921,83.72299957,83.6289978,81.90699768,81.45600128,81.50700378,80.3789978,79.5059967,78.60299683,77.65799713,79.31600189,78.29699707,78.52600098,78.73999786,79.48600006,80.00499725,79.20200348,78.93199921,79.27799988,79.6269989,79.20600128,79.09899902,79.15899658,79.2990036,79.47399902
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,77.32099915,77.25299835,77.29299927,77.30400085,77.30999756,77.33300018,77.3030014,77.28299713,77.26100159,77.21800232,77.16699982,77.09799957,77.01699829,76.92700195,76.87000275,76.79299927,76.70200348,76.61799622,76.53299713,76.43599701,76.31999969,76.22799683,76.12400055,76.00900269,75.92099762,75.89600372,75.8809967,75.89399719
Serbia,67.25499725,67.48699951,67.19100189,66.91699982,66.6760025,66.47200012,66.25099945,66.05999756,65.8809967,65.69000244,65.46800232,65.23400116,64.99900055,64.76599884,64.54299927,63.86199951,62.95399857,62.6969986,62.40200043,60.25299835,59.09600067,59.23099899,59.61600113,60.3769989,60.16600037,60.0929985,60.00299835,59.9469986
Sub-Saharan Africa (excluding high income),79.72573176,79.44349301,79.1412983,78.82975795,78.59921919,78.34242107,78.04312611,77.75164238,77.47090256,77.21454695,77.01935045,76.7572206,76.52658094,76.13337945,75.67805735,75.70921707,75.72262516,75.71446543,75.90282969,75.82554768,75.75020864,75.69117559,75.73823817,75.84189064,75.82822444,75.94536007,76.05550797,76.16789028
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,79.72573176,79.44349301,79.1412983,78.82975795,78.59921919,78.34242107,78.04312611,77.75164238,77.47090256,77.21454695,77.01935045,76.7572206,76.52658094,76.13337945,75.67805735,75.70921707,75.72262516,75.71446543,75.90282969,75.82554768,75.75020864,75.69117559,75.73823817,75.84189064,75.82822444,75.94536007,76.05550797,76.16789028
Small states,78.670107,77.91036534,77.86817604,77.85415224,77.65157535,77.45215687,77.06849613,76.70382762,76.48577966,76.20614832,76.08890795,75.93104331,75.57851384,75.58278369,75.49408815,75.4560421,75.48391419,75.61878456,75.72875534,75.5902153,75.51407024,75.34316996,75.18157812,75.46964064,75.52555225,75.72129491,75.81434058,75.9314218
Sao Tome and Principe,76.65499878,75.91000366,75.51899719,75.03900146,74.59400177,74.24099731,74.02200317,73.94200134,73.98100281,74.01200104,73.92199707,73.72499847,73.40000153,73.06700134,72.8710022,72.90200043,73.19400024,73.65200043,74.22100067,74.7480011,75.17199707,75.55000305,75.83799744,76.02799988,76.1210022,76.19000244,76.23200226,76.22100067
Suriname,71.84999847,70.49700165,69.14399719,68.94400024,66.9940033,67.20300293,67.38700104,67.21600342,66.77700043,66.1210022,66.48799896,66.49700165,66.55200195,66.68000031,66.90100098,67.22299957,67.47100067,67.75900269,68.0490036,68.28600311,68.44100189,68.56700134,68.6230011,68.63200378,68.63700104,68.6309967,68.60199738,68.59100342
Slovak Republic,73.02400208,72.96900177,71.38800049,69.79199982,69.12999725,68.88400269,68.65299988,68.05799866,68.1780014,68.18499756,68.10399628,68.74500275,68.38300323,68.62599945,68.4940033,68.46199799,68.13800049,67.67099762,68.27999878,68.10500336,67.82499695,68.16799927,68.44200134,68.26399994,68.39299774,68.32099915,68.15799713,67.95999908
Slovenia,60.33300018,60.08499908,59.8219986,59.45700073,65.89800262,66.30500031,64.41899872,64.5719986,65.99900055,64.84799957,63.93500137,64.55799866,64.23300171,63.49300003,65.98799896,65.97699738,65.66999817,66.375,65.61699677,65.58200073,65.52500153,64.01200104,63.36600113,63.34500122,63.29899979,62.95500183,62.59799957,62.22100067
Sweden,71.21600342,70.91500092,69.36499786,67.84700012,67.33799744,67.56500244,67.49099731,66.80799866,66.61699677,66.76100159,67.88200378,67.48000336,67.39099884,67.41300201,66.7480011,68.14499664,68.39099884,68.15899658,68.22100067,67.6230011,68.11499786,68.0490036,68.06099701,68.41899872,68.2990036,68.23999786,68.13800049,68.03700256
Swaziland,70.48699951,70.62400055,70.76499939,70.81600189,70.68699646,70.36000061,69.81199646,69.12400055,68.34500122,67.55599976,66.80200195,66.22599792,65.69100189,65.18699646,64.71499634,64.27300262,63.7480011,63.31600189,62.98699951,62.77500153,62.70100021,62.76699829,62.96500015,63.25600052,63.5890007,64.15399933,64.66200256,65.13600159
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,81.2009964,81.39900208,81.58499908,81.76000214,81.9280014,82.09300232,82.0530014,81.85099792,81.51000214,81.04199982,80.55999756,84.3690033,81.3789978,78.16899872,77.12599945,76.09999847,75.33799744,74.24900055,74.02200317,72.59700012,72.74199677,72.75700378,72.49500275,72.16000366,71.61100006,70.84700012,70.82700348,70.87000275
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,80.74199677,80.76100159,80.75700378,80.29599762,80.19499969,80.10199738,80.01300049,79.92900085,79.85099792,79.78099823,79.71900177,79.65799713,79.60099792,79.5490036,79.5,79.45400238,79.41300201,79.3730011,79.33499908,79.3030014,79.27899933,79.26399994,79.2539978,79.25099945,79.2559967,79.2559967,79.26100159,79.27200317
East Asia & Pacific (IDA & IBRD countries),84.31864408,84.28957161,84.28329854,84.26316175,84.19181897,84.25715333,84.23879218,83.92619399,83.52586197,83.56215046,83.24034198,82.83243176,82.21537929,81.69099263,81.15584209,80.55785404,80.10240489,79.72807969,79.41902999,79.20901088,78.90640376,78.98177599,79.0135624,79.02824902,78.98886116,79.02327644,78.97829288,78.86574986
Europe & Central Asia (IDA & IBRD countries),74.05211432,73.50707382,72.91549657,71.89909313,70.96706818,70.61656362,69.80252708,68.85434267,68.13737122,68.91218621,68.36844955,67.55656031,66.91952606,66.8764209,67.14458022,67.4556994,67.47314152,67.96753446,68.58496922,68.66433565,68.86953016,69.21638113,69.30555756,69.44586289,69.83238872,69.94555177,69.9353587,69.86813783
Togo,84.41500092,84.13400269,83.83200073,83.50900269,83.16999817,82.81999969,82.53800201,82.26200104,81.98999786,81.72499847,81.46800232,81.23400116,81.01000214,80.79699707,80.59600067,80.40799713,80.22599792,80.20500183,80.21299744,80.24700165,80.29799652,80.36100006,80.43599701,80.50099945,80.53600311,80.6269989,80.69599915,80.74900055
Thailand,87.28700256,86.34200287,85.36599731,84.36199951,83.33799744,82.73799896,82.31999969,82.09200287,81.56700134,80.46800232,80.84899902,81.55500031,81.33200073,81.1230011,81.84600067,81.40399933,81.29399872,81.86399841,81.66500092,81.52300262,81,81.32499695,81.17500305,80.49500275,80.33799744,80.18199921,80.0059967,79.81199646
Tajikistan,75.64099884,75.64399719,75.6740036,75.70500183,75.70200348,75.64900208,75.53399658,75.39499664,75.23799896,75.07299805,74.91300201,74.77899933,74.65299988,74.57299805,74.58999634,74.72599792,74.9280014,75.22799683,75.58499908,75.94999695,76.28900146,76.59300232,76.86399841,77.09799957,77.30899811,77.51399994,77.73200226,77.94799805
Turkmenistan,74.83699799,74.84100342,74.77500153,74.55799866,74.03399658,73.73100281,73.37799835,72.76999664,72.97200012,73.49099731,73.95300293,74.2990036,74.45600128,74.58000183,74.68900299,74.79000092,74.90899658,75.05500031,75.23300171,75.46299744,75.73400116,76.07499695,76.48400116,76.90899658,77.27200317,77.55000305,77.68699646,77.72599792
Latin America & the Caribbean (IDA & IBRD countries),82.74003407,82.92139421,83.16333402,83.16538998,82.99631682,82.68352678,82.02003297,82.28955766,82.20088504,81.9907203,81.46046343,81.16756182,80.98443354,80.5984926,80.87488425,80.82896918,80.7937651,80.49989535,80.58988955,80.2372377,80.05874514,79.44865417,79.47926405,78.9431195,78.84148369,78.81175876,78.77584498,78.73359371
Timor-Leste,84.38500214,84.35099792,84.4240036,84.53600311,84.37999725,84.02700043,83.44000244,82.65000153,82.26799774,80.8730011,78.14499664,76.3010025,73.8690033,71.43499756,68.90200043,66.24500275,63.91699982,61.63299942,59.41400146,57.2820015,55.26699829,55.31600189,55.39199829,55.48199844,55.57500076,55.51800156,55.57300186,55.61899948
Middle East & North Africa (IDA & IBRD countries),76.57200468,76.5100425,75.41070962,75.66571516,75.61964365,75.13692357,74.61788333,74.31810364,73.90295375,74.24509477,73.77834616,73.46434338,73.16018318,73.2543033,73.49406446,73.66224215,72.67348167,72.38775348,71.99974559,72.09436399,72.16076319,72.29507933,72.31704728,72.64223623,72.80182931,72.95272595,73.09237337,73.18511552
Tonga,75.48300171,75.5490036,75.58499908,75.51899719,75.26100159,75.04799652,74.78399658,74.38899994,73.93900299,73.53600311,73.25499725,73.5530014,73.97100067,74.4280014,74.85199738,74.99500275,75.35399628,75.78199768,75.73500061,75.48400116,75.21299744,74.91799927,74.75299835,74.59500122,74.27799988,74.05000305,73.98600006,73.94300079
South Asia (IDA & IBRD),85.31596968,85.08593682,84.8862724,84.60305745,84.45180269,84.1918575,83.96441242,83.73822248,83.47397549,83.27178397,83.0354404,83.0343524,83.04581683,83.09941449,83.14130854,83.26815478,82.90083496,82.38382864,81.90282572,81.46113166,81.00630057,80.60390091,80.16538704,79.93454209,79.70825621,79.72988127,79.73599889,79.74106229
Sub-Saharan Africa (IDA & IBRD countries),79.72573176,79.44349301,79.1412983,78.82975795,78.59921919,78.34242107,78.04312611,77.75164238,77.47090256,77.21454695,77.01935045,76.7572206,76.52658094,76.13337945,75.67805735,75.70921707,75.72262516,75.71446543,75.90282969,75.82554768,75.75020864,75.69117559,75.73823817,75.84189064,75.82822444,75.94536007,76.05550797,76.16789028
Trinidad and Tobago,76.26699829,66.61000061,70.84799957,73.72799683,75.07900238,75.89399719,75.4960022,75.88800049,76.23200226,76.07700348,76.27400208,75.7539978,75.33000183,75.64099884,75.93399811,76.18099976,75.93699646,76.69400024,75.84700012,75.71199799,75.37999725,74.9489975,74.47399902,73.93399811,73.68000031,73.56999969,73.40200043,73.17299652
Tunisia,75.96700287,75.67199707,75.33999634,74.96900177,74.5719986,74.15699768,73.84200287,73.52400208,72.88500214,72.22899628,71.55599976,70.88800049,70.18599701,69.45800018,68.71600342,67.96099854,68.30599976,68.67099762,69.03600311,69.37400055,69.66799927,70.4940033,71.25,71.28800201,71.2440033,71.29499817,71.29199982,71.25800323
Turkey,80.77899933,80.1309967,79.57299805,77.85800171,78.25900269,77.43399811,76.8789978,76.10700226,75.95999908,74.96399689,72.65899658,71.70500183,70.28700256,68.99900055,70.01499939,70.27100372,69.56900024,69.51399994,69.98999786,70.46700287,70.72000122,71.47399902,70.76499939,70.62400055,71.47699738,71.44100189,71.39800262,71.35099792
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,91.64199829,91.54499817,91.43599701,91.32900238,91.22799683,91.14399719,91.05599976,90.97599792,90.90799713,90.85600281,90.81700134,90.80200195,90.83499908,90.81300354,90.72899628,90.58000183,90.36599731,89.4509964,88.41899872,87.26200104,85.97899628,84.56999969,84.15699768,83.3710022,83.35099792,83.29100037,83.23600006,83.17900085
Uganda,81.98100281,81.9980011,82.01699829,82.06099701,82.10199738,82.15899658,82.19400024,82.20899963,82.22399902,82.25,82.26899719,82.32299805,82.38500214,81.78099823,80.91600037,79.70800018,81.03199768,82.24900055,83.3690033,84.40200043,85.35600281,86.23100281,87.03600311,87.77899933,87.64299774,87.66699982,87.69000244,87.70800018
Ukraine,70.96700287,70.48799896,70.09700012,69.76899719,69.46800232,68.98200226,68.27400208,67.46600342,66.64199829,65.8690033,65.15899658,64.42500305,64.13600159,64.01599884,64.04699707,65.5739975,65.51300049,65.5059967,65.56199646,65.65699768,65.93000031,66.62400055,66.77300262,67.00800323,67.22499847,67.3789978,67.43599701,67.49099731
Upper middle income,82.5131994,82.42036914,82.33228766,82.10478992,81.86509608,81.68738627,81.32086224,81.08196087,80.77243584,80.67980309,80.25805142,79.69632303,79.12801328,78.55938179,78.22233542,77.85744052,77.48991212,77.23323214,77.0849519,76.775694,76.4666741,76.39968882,76.44392688,76.4303485,76.47103596,76.51294014,76.47593595,76.37419051
Uruguay,77.52600098,77.55799866,77.54100037,76.5039978,77.40399933,78.07700348,77.45700073,76.87799835,76.3239975,76.05599976,75.76200104,76.59100342,75.33499908,73.9960022,74.0759964,74.13300323,76.90100098,76.45500183,76.6740036,76.89700317,76.73100281,77.26699829,76.66899872,76.39299774,76.30899811,76.32299805,76.30799866,76.29299927
United States,75.3030014,74.62799835,74.6780014,74.36299896,74.11499786,74.14800262,74.16999817,74.25700378,74.26499939,74.21700287,74.17700195,73.63500214,73.1289978,72.45600128,72.21499634,72.18199921,72.34600067,72.10199738,71.88300323,70.86499786,70.01899719,69.41300201,69.38700104,69.00299835,68.54299927,68.42500305,68.28399658,68.1190033
Uzbekistan,73.20899963,73.17900085,72.65000153,72.44200134,72.04199982,71.81500244,71.69999695,71.7460022,71.74099731,71.72899628,71.70500183,71.68599701,71.65000153,71.64499664,71.84200287,72.09500122,72.45400238,72.93699646,73.43699646,73.9280014,74.43399811,74.79699707,75.17199707,75.54000092,75.87400055,76.17299652,76.40499878,76.59700012
St. Vincent and the Grenadines,80.78600311,80.8769989,80.19499969,80.29699707,80.73799896,80.71199799,80.75,79.57299805,79.19599915,78.88999939,79.11299896,79.16400146,78.77600098,78.27200317,78.09100342,78.04000092,77.5039978,77.33499908,77.28900146,77.5490036,77.90499878,77.94999695,77.81600189,77.60399628,77.36699677,77.1760025,77.02400208,76.85299683
"Venezuela, RB",80.5739975,81.39299774,80.93299866,79.67299652,81.09100342,82.20800018,82.66300201,82.89600372,83.40799713,83.61199951,82.40899658,82.73699951,83.63600159,82.94999695,82.23799896,81.50499725,80.76100159,80.04000092,80.0530014,79.4260025,79.31700134,78.94599915,78.21499634,78.29699707,78.40399933,78.39800262,78.375,78.33499908
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),79.52300262,79.59700012,79.72699738,79.875,79.98100281,79.9960022,79.9280014,79.73300171,79.4240036,79.01399994,77.2990036,76.98899841,76.75499725,76.5759964,76.38200378,76.13899994,75.79299927,75.36499786,74.8789978,74.375,73.86100006,73.26899719,72.73500061,72.2480011,71.78500366,71.33899689,70.98200226,70.66600037
Vietnam,84.33000183,84.2559967,84.06500244,83.89600372,83.67900085,83.41300201,83.14099884,82.91100311,82.78800201,82.71399689,82.54000092,82.41500092,82.28500366,82.1289978,81.94400024,81.75900269,81.58399963,81.39299774,81.28399658,81.22599792,81.59999847,81.9940033,82.44200134,82.89900208,82.97599792,83.16400146,83.25499725,83.26300049
Vanuatu,88.12799835,87.76300049,87.38899994,87.0039978,86.60800171,86.1969986,85.72699738,85.24900055,84.76699829,84.29799652,83.84600067,83.40200043,82.97799683,82.56300354,82.13999939,81.69999695,81.27100372,80.91000366,80.6289978,80.37799835,80.65799713,80.71900177,80.68699646,80.63899994,80.55500031,80.52200317,80.45500183,80.44999695
World,80.58096921,80.47582038,80.28403886,80.06401258,79.87318773,79.73732235,79.5371679,79.3101868,79.02352842,79.01281562,78.75021813,78.4387553,78.13337602,77.87591487,77.72303095,77.60981686,77.36160665,77.14429504,76.99038324,76.71701148,76.45832734,76.32806599,76.26261899,76.18199134,76.11560365,76.14610628,76.13324893,76.09710059
Samoa,76.70500183,77.5059967,77.5019989,77.29799652,76.86699677,76.26699829,76.13200378,75.91999817,75.53399658,74.94100189,74.1780014,73.48799896,72.70800018,71.75700378,70.59700012,69.22799683,67.78099823,66.17700195,64.40599823,62.49599838,60.4679985,58.2859993,58.15200043,58.1590004,57.98500061,58.00899887,58.12200165,58.24900055
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",73.7440033,74.34700012,74.2539978,74.34200287,74.46499634,73.88700104,73.24700165,72.66300201,72.1190033,71.59500122,71.51000214,71.41100311,71.36599731,71.37599945,71.34999847,71.25299835,71.27200317,71.29699707,71.33499908,71.43000031,71.40399933,71.68699646,72.02899933,72.40399933,72.77700043,73.11599731,73.43499756,73.73799896
