country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Mexico,79.44193268,80.98838806,83.06030273,,82.92926025,,,88.43419647,89.21189117,91.39201355,92.07787323,92.81590271,93.13614655,93.35749054,93.89218903,93.78151703,94.33598328,94.72901917,95.70571136,96.29302979,96.10330963,96.34358978,,
MarshallIslands,,,,,,,,,,,86.27451324,,,,96.18717957,95.4849472,89.56522369,,,,,,,
Middleincome,79.65049744,79.65116119,81.3346405,84.04566193,84.78549194,85.02017212,85.14814758,86.18698883,86.75604248,88.38964844,89.78180695,88.81735992,88.80696106,90.12751007,91.26093292,91.75289917,92.12136841,92.45623779,92.59069824,92.36013031,91.18781281,91.16693878,91.45388031,
"Macedonia,FYR",,,97.47324371,97.56195068,98.00498962,,98.98571014,98.19587708,97.85852814,98.42803192,97.47057343,97.88498688,99.10266876,98.7870636,98.98883057,99.75556183,98.65554047,,,,,,99.71629333,
Mali,,,,,,,,77.26339722,71.13047791,73.63530731,73.17729187,80.40744019,70.15679169,70.83998108,,81.65857697,83.18688202,85.44837952,91.79131317,,,,78.15869904,
Malta,98.00943756,89.42806244,100,100,100,98.02657318,100,99.41013336,99.44828033,97.36148834,99.92819214,,100,98.11250305,94.97747803,99.56507111,,,98.08043671,100,97.83355713,,93.67449951,
Myanmar,,,,,,,,70.73796082,65.30867004,67.48901367,66.00177002,70.86247253,,,70.30269623,,72.94368744,77.04268646,,,,,,
MiddleEast&NorthAfrica(excludinghighincome),80.85707855,83.45023346,84.60546875,84.86837006,85.56804657,86.69599915,88.46844482,89.85696411,90.13738251,90.76100159,91.99143982,93.05860901,89.55537415,88.64608002,91.95546722,92.86979675,93.17156219,93.16152954,93.34689331,91.96186829,87.7157135,87.88388062,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,,,,97.10118866,84.62155151,,97.11364746,96.78621674,98.63538361,98.47059631,99.86976624,99.09063721,,,,,,,,,,,,
NorthernMarianaIslands,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,48.99367905,49.06637955,54.52568054,,,,52.57917023,60.87932968,,66.70366669,,,62.8980217,62.90866852,68.69869232,66.5194931,63.76625824,64.28920746,61.92470932,59.98625946,63.33528137,64.27670288,66.78852844,
Mauritania,47.75761032,46.56695175,49.61220169,,,,53.01245117,,,49.13668823,,,51.78789902,55.63874817,54.88349915,,35.1145401,,,53.98509979,,55.2652092,55.90724182,
Mauritius,75.30747223,72.06668854,78.19644165,81.01265717,81.59616089,81.32431793,83.69996643,80.66523743,83.91580963,85.36794281,86.49321747,84.93556976,85.85848999,86.93463135,90.4490509,89.31593323,88.45749664,89.0785675,88.724823,91.97438812,83.33332825,92.85935974,90.04712677,
Malawi,78.3482666,77.33585358,,84.15029907,,,,81.87297821,84.39035797,82.71936035,,,80.22299957,82.22982788,81.94001007,87.0776825,83.41094208,88.40344238,88.19210052,84.3879776,,,,
Malaysia,,,,,,,98.0579834,100,99.37037659,,,,99.36949158,98.5475769,96.60086823,96.92685699,95.40396118,94.39684296,94.06524658,92.08677673,90.57678986,88.60501099,87.73989105,
NorthAmerica,,,,,,,,,,,,,,,,,,,,,,,,
